epoch: 0 || Train_reward: -13.207466744543053 || Final_Dis_Target:0.11593267786831317 || Continuity_Cost:0.18963172568987197 || Number_of_steps:39
epoch: 1 || Train_reward: -12.512987631350903 || Final_Dis_Target:0.1164788364679323 || Continuity_Cost:0.23773995825375227 || Number_of_steps:36
epoch: 2 || Train_reward: -12.634795521197711 || Final_Dis_Target:0.1072785732568052 || Continuity_Cost:0.18803733130536723 || Number_of_steps:38
epoch: 3 || Train_reward: -21.77759386144502 || Final_Dis_Target:0.32081202545348525 || Continuity_Cost:0.22568778560121527 || Number_of_steps:45
epoch: 4 || Train_reward: -10.628492849883882 || Final_Dis_Target:0.17081987695754772 || Continuity_Cost:0.2123936504951057 || Number_of_steps:29
epoch: 5 || Train_reward: -16.705983269384138 || Final_Dis_Target:0.20245969083981039 || Continuity_Cost:0.1607819343014335 || Number_of_steps:40
epoch: 6 || Train_reward: -12.371945628452757 || Final_Dis_Target:0.21799243782476316 || Continuity_Cost:0.15941717532761918 || Number_of_steps:30
epoch: 7 || Train_reward: -18.982866168307922 || Final_Dis_Target:0.2342865788979548 || Continuity_Cost:0.1780326992947483 || Number_of_steps:43
epoch: 8 || Train_reward: -22.26200550041165 || Final_Dis_Target:0.23397666231989456 || Continuity_Cost:0.22567606047735242 || Number_of_steps:53
epoch: 9 || Train_reward: -20.43151849388603 || Final_Dis_Target:0.3144969663673501 || Continuity_Cost:0.232125014279047 || Number_of_steps:43
epoch: 10 || Train_reward: -12.94629113183067 || Final_Dis_Target:0.21284846519883655 || Continuity_Cost:0.20184664483824882 || Number_of_steps:33
epoch: 11 || Train_reward: -15.619088301965574 || Final_Dis_Target:0.13637514012867863 || Continuity_Cost:0.17707265405382752 || Number_of_steps:44
epoch: 12 || Train_reward: -15.40806674435272 || Final_Dis_Target:0.14272170294029687 || Continuity_Cost:0.1898563866042658 || Number_of_steps:41
epoch: 13 || Train_reward: -23.869365606995824 || Final_Dis_Target:0.3459114088201831 || Continuity_Cost:0.21237753962447484 || Number_of_steps:49
epoch: 14 || Train_reward: -20.053629199393367 || Final_Dis_Target:0.2539783727383843 || Continuity_Cost:0.18140472416780462 || Number_of_steps:44
epoch: 15 || Train_reward: -15.421809421611481 || Final_Dis_Target:0.11669857407730022 || Continuity_Cost:0.19149486480354241 || Number_of_steps:44
epoch: 16 || Train_reward: -21.705334687250723 || Final_Dis_Target:0.2977321228873887 || Continuity_Cost:0.20400510543094383 || Number_of_steps:47
epoch: 17 || Train_reward: -13.10309957143376 || Final_Dis_Target:0.21145702813156106 || Continuity_Cost:0.1867706048803142 || Number_of_steps:30
epoch: 18 || Train_reward: -13.880809609625288 || Final_Dis_Target:0.1189795559685026 || Continuity_Cost:0.21432964479405828 || Number_of_steps:39
epoch: 19 || Train_reward: -21.480095078642698 || Final_Dis_Target:0.2855442073147497 || Continuity_Cost:0.20382740868761617 || Number_of_steps:47
epoch: 20 || Train_reward: -16.01612139924476 || Final_Dis_Target:0.22404068913048336 || Continuity_Cost:0.2241262583131307 || Number_of_steps:39
